@relation GPT

@attribute PatientID numeric
@attribute GPT_0 {H,N,VH,UH}
@attribute GOT_0 {H,N,VH,UH}
@attribute ZTT_0 {H,N,VH,UH}
@attribute TTT_0 {N,H,UH,VH}
@attribute T-BIL_0 {N,H,VH}
@attribute D-BIL_0 {N,VH,H,UH}
@attribute I-BIL_0 {N,H}
@attribute ALB_0 {N,L,H}
@attribute CHE_0 {N,L,H,VL}
@attribute T-CHO_0 {N,L,H,VH}
@attribute TP_0 {N,L,H}
@attribute Type_0 {C,B}
@attribute Activity_0 {A1,A2,A3}
@attribute GPT_1 {VH,N,UH,H}
@attribute GOT_1 {H,N,VH,UH}
@attribute ZTT_1 {H,N,VH,UH}
@attribute TTT_1 {N,H,UH,VH}
@attribute T-BIL_1 {N,H}
@attribute D-BIL_1 {N,H,VH}
@attribute I-BIL_1 {N,H}
@attribute ALB_1 {N,L,VL,H}
@attribute CHE_1 {N,H,VL,L}
@attribute T-CHO_1 {H,N,L,VH}
@attribute TP_1 {N,L,H,VL}
@attribute Type_1 {C,B}
@attribute Activity_1 {A1,A2,A3}
@attribute GPT_2 {H,N,VH,UH}
@attribute GOT_2 {N,H,VH,UH}
@attribute ZTT_2 {N,H,VH,UH}
@attribute TTT_2 {N,H,VH,UH}
@attribute T-BIL_2 {N,H,VH}
@attribute D-BIL_2 {N,H,VH}
@attribute I-BIL_2 {N,H,VH}
@attribute ALB_2 {N,L,H,VL}
@attribute CHE_2 {N,VL,H,L}
@attribute T-CHO_2 {N,VH,H,L}
@attribute TP_2 {N,L,H}
@attribute Type_2 {C,B}
@attribute Activity_2 {A1,A2,A3}
@attribute GPT_3 {H,N,VH,UH}
@attribute GOT_3 {N,H,VH,UH}
@attribute ZTT_3 {H,N,VH,UH}
@attribute TTT_3 {N,H,VH,UH}
@attribute T-BIL_3 {N,H,VH}
@attribute D-BIL_3 {N,H,VH,UH}
@attribute I-BIL_3 {N,H}
@attribute ALB_3 {N,L,VL,H}
@attribute CHE_3 {N,VL,VH,L,H}
@attribute T-CHO_3 {N,H,VH,L}
@attribute TP_3 {N,L,H}
@attribute Type_3 {C,B}
@attribute Activity_3 {A1,A2,A3}
@attribute GPT_4 {N,UH,H,VH}
@attribute GOT_4 {N,VH,UH,H}
@attribute ZTT_4 {N,H,VH,UH}
@attribute TTT_4 {H,N,VH,UH}
@attribute T-BIL_4 {N,H,VH}
@attribute D-BIL_4 {N,VH,H,UH}
@attribute I-BIL_4 {N,H}
@attribute ALB_4 {N,L,H,VL}
@attribute CHE_4 {N,VL,H,L}
@attribute T-CHO_4 {N,H,L,VH}
@attribute TP_4 {N,L,H}
@attribute Type_4 {C,B}
@attribute Activity_4 {A1,A2,A3}
@attribute GPT_5 {N,H,VH,UH}
@attribute GOT_5 {N,VH,UH,H}
@attribute ZTT_5 {H,N,VH,UH}
@attribute TTT_5 {N,H,VH,UH}
@attribute T-BIL_5 {N,H}
@attribute D-BIL_5 {N,H,VH}
@attribute I-BIL_5 {N,H}
@attribute ALB_5 {N,L,VL,H}
@attribute CHE_5 {N,VL,H,L}
@attribute T-CHO_5 {N,L,H,VH}
@attribute TP_5 {N,L,H,VH}
@attribute Type_5 {C,B}
@attribute Activity_5 {A1,A2,A3}
@attribute GPT_6 {H,N,VH,UH}
@attribute GOT_6 {N,H,VH,UH}
@attribute ZTT_6 {H,N,VH,UH}
@attribute TTT_6 {N,H,VH,UH}
@attribute T-BIL_6 {N,H,VH}
@attribute D-BIL_6 {N,H,VH,UH}
@attribute I-BIL_6 {N,H}
@attribute ALB_6 {N,L,H}
@attribute CHE_6 {N,VL,L,H}
@attribute T-CHO_6 {N,H,L,VH}
@attribute TP_6 {N,L,H}
@attribute Type_6 {C,B}
@attribute Activity_6 {A1,A2,A3}
@attribute GPT_7 {UH,N,H,VH}
@attribute GOT_7 {VH,N,H,UH}
@attribute ZTT_7 {H,N,VH,UH}
@attribute TTT_7 {N,VH,UH,H}
@attribute T-BIL_7 {N,H,VH}
@attribute D-BIL_7 {N,H,VH,UH}
@attribute I-BIL_7 {N,H,VH}
@attribute ALB_7 {N,H,L}
@attribute CHE_7 {N,VL,H,L}
@attribute T-CHO_7 {N,H,VH,L}
@attribute TP_7 {N,L,H}
@attribute Type_7 {C,B}
@attribute Activity_7 {A1,A2,A3}
@attribute GPT_8 {N,H,VH,UH}
@attribute GOT_8 {N,H,VH,UH}
@attribute ZTT_8 {H,N,VH,UH}
@attribute TTT_8 {N,H,UH,VH}
@attribute T-BIL_8 {N,H}
@attribute D-BIL_8 {N,VH,H,UH}
@attribute I-BIL_8 {N,H}
@attribute ALB_8 {N,H,L}
@attribute CHE_8 {N,VL,H,L}
@attribute T-CHO_8 {N,H,L,VH}
@attribute TP_8 {N,L,H}
@attribute Type_8 {C,B}
@attribute Activity_8 {A1,A2,A3}
@attribute GPT_9 {H,N,VH,UH}
@attribute GOT_9 {N,H,VH,UH}
@attribute ZTT_9 {H,N,VH,UH}
@attribute TTT_9 {N,VH,UH,H}
@attribute T-BIL_9 {N,H}
@attribute D-BIL_9 {N,H,UH,VH}
@attribute I-BIL_9 {N,H}
@attribute ALB_9 {N,L,H,VL}
@attribute CHE_9 {N,VL,H,L}
@attribute T-CHO_9 {N,L,H,VH}
@attribute TP_9 {N,L,H,VH}
@attribute Type_9 {C,B}
@attribute Activity_9 {A1,A2,A3}
@attribute GPT_10 {H,N,VH,UH}
@attribute GOT_10 {H,N,VH,UH}
@attribute ZTT_10 {H,N,VH,UH}
@attribute TTT_10 {N,VH,H,UH}
@attribute T-BIL_10 {H,N,VH}
@attribute D-BIL_10 {N,H,VH,UH}
@attribute I-BIL_10 {H,N}
@attribute ALB_10 {N,L,H,VL}
@attribute CHE_10 {N,VL,H,L}
@attribute T-CHO_10 {N,VH,H,L}
@attribute TP_10 {N,H,L}
@attribute Type_10 {C,B}
@attribute Activity_10 {A1,A2,A3}
@attribute GPT11 {H,N,VH,UH}

@data
394,H,N,N,N,N,H,N,N,VL,N,N,B,A2,H,N,H,N,N,H,N,N,N,N,N,B,A2,UH,VH,H,H,N,H,N,N,N,N,N,B,A2,UH,UH,H,VH,N,H,N,N,N,N,H,B,A2,VH,H,H,H,N,H,N,N,N,N,N,B,A2,H,H,H,H,N,H,N,N,N,H,H,B,A2,H,N,N,N,N,H,N,N,N,H,N,B,A2,H,N,N,N,H,H,H,N,N,H,N,B,A2,H,H,N,N,N,H,N,N,N,N,N,B,A2,H,N,N,N,N,H,N,N,N,N,N,B,A2,N,N,N,N,N,H,N,N,N,N,N,B,A2,N
399,UH,H,N,H,N,H,N,N,VL,N,N,B,A1,UH,H,N,H,N,H,N,N,VL,N,N,B,A1,VH,H,N,N,N,N,N,N,VL,N,N,B,A1,H,N,N,N,N,H,N,N,VL,N,N,B,A1,H,H,N,N,N,H,N,H,VL,H,N,B,A1,H,H,N,N,N,H,N,N,VL,N,N,B,A1,H,N,N,H,N,H,N,N,VL,N,N,B,A1,H,H,N,N,N,H,N,N,VL,N,N,B,A1,H,N,N,N,N,N,N,N,VL,N,N,B,A1,H,N,N,N,N,N,N,N,VL,N,N,B,A1,H,N,N,N,N,H,N,N,VL,H,N,B,A1,H
401,N,N,N,N,N,N,N,N,VL,N,N,B,A2,N,N,N,N,N,N,N,N,VL,N,N,B,A2,N,N,N,N,N,N,N,N,VL,N,N,B,A2,N,N,N,N,N,N,N,N,VL,N,N,B,A2,N,N,N,N,N,N,N,N,VL,N,N,B,A2,N,N,N,N,N,N,N,N,VL,N,L,B,A2,N,N,N,N,N,N,N,N,VL,N,L,B,A2,N,N,N,N,N,N,N,N,VL,N,N,B,A2,N,N,N,N,N,N,N,N,VL,N,N,B,A2,N,N,N,N,N,H,N,N,VL,N,N,B,A2,H,H,N,N,N,N,N,N,VL,N,N,B,A2,H
404,VH,H,VH,H,N,H,N,N,N,N,N,C,A2,VH,H,H,H,N,H,N,L,N,N,N,C,A2,VH,H,H,H,N,H,N,N,N,N,N,C,A2,VH,H,H,H,H,VH,N,N,N,N,N,C,A2,VH,VH,H,H,H,VH,N,N,N,N,N,C,A2,VH,VH,H,H,H,VH,H,N,N,N,N,C,A2,VH,VH,H,H,H,VH,H,L,N,N,N,C,A2,VH,VH,VH,VH,H,VH,H,L,N,N,N,C,A2,VH,VH,H,H,H,UH,H,L,L,N,N,C,A2,VH,VH,VH,H,H,UH,H,L,L,N,N,C,A2,VH,VH,VH,H,H,UH,H,L,L,N,N,C,A2,VH
405,H,N,N,H,N,N,N,N,N,N,N,B,A1,VH,H,N,N,N,N,N,N,N,N,N,B,A1,VH,H,N,N,N,N,N,N,N,N,N,B,A1,VH,H,N,N,N,N,N,N,N,H,N,B,A1,H,N,N,N,N,N,N,N,N,N,N,B,A1,VH,H,N,H,N,N,N,N,N,VH,N,B,A1,VH,H,N,N,N,N,N,N,N,H,N,B,A1,H,N,N,H,N,N,N,N,N,N,N,B,A1,H,H,N,N,N,N,N,N,N,N,N,B,A1,H,H,N,N,N,N,N,N,N,H,N,B,A1,VH,H,N,N,N,N,N,N,N,N,N,B,A1,VH
407,UH,VH,VH,VH,N,N,N,L,N,N,L,B,A2,VH,H,H,H,N,N,N,L,N,N,N,B,A2,VH,H,H,N,N,N,N,N,N,N,N,B,A2,UH,UH,VH,UH,N,H,N,L,N,N,N,B,A2,H,N,H,VH,N,N,N,N,N,N,N,B,A2,H,N,H,H,N,N,N,N,N,N,N,B,A2,H,N,N,N,N,N,N,N,N,N,N,B,A2,VH,H,N,N,N,N,N,N,N,N,N,B,A2,UH,VH,H,UH,N,N,N,N,N,N,N,B,A2,UH,VH,H,UH,N,H,N,L,L,N,N,B,A2,N,N,H,VH,N,N,N,N,N,N,N,B,A2,N
409,H,N,N,N,N,N,N,N,VL,N,N,B,A1,N,N,N,N,N,N,N,N,VL,N,N,B,A1,H,N,N,N,N,N,N,N,VL,N,N,B,A1,H,N,N,N,N,N,N,N,VL,N,N,B,A1,N,N,N,N,N,H,N,N,VL,N,N,B,A1,N,N,N,N,N,N,N,N,VL,N,N,B,A1,N,N,N,N,N,N,N,N,VL,N,N,B,A1,N,N,N,N,N,N,N,N,VL,N,N,B,A1,H,N,N,N,N,N,N,N,VL,N,N,B,A1,H,N,N,N,N,N,N,N,VL,N,N,B,A1,N,N,N,N,N,N,N,N,VL,N,N,B,A1,N
411,N,N,N,N,N,N,N,N,VL,N,N,B,A1,H,N,N,N,N,N,N,N,VL,N,N,B,A1,N,N,N,N,N,H,N,N,L,N,N,B,A1,N,N,N,N,N,N,N,N,N,N,L,B,A1,N,N,N,N,N,H,N,N,N,N,N,B,A1,N,N,N,N,N,N,N,N,N,N,N,B,A1,N,N,N,N,N,N,N,N,N,N,N,B,A1,H,H,N,N,N,H,N,N,N,N,N,B,A1,H,H,N,N,N,N,N,N,N,N,N,B,A1,N,N,N,N,N,N,N,N,N,N,N,B,A1,H,H,N,N,N,N,N,N,N,N,N,B,A1,H
412,VH,N,H,H,N,N,N,N,N,N,N,C,A1,VH,H,N,H,N,N,N,N,N,N,N,C,A1,VH,H,H,N,N,N,N,N,N,N,N,C,A1,VH,H,H,N,N,N,H,N,N,N,N,C,A1,VH,H,H,N,N,N,H,N,N,N,N,C,A1,VH,H,H,N,N,N,N,N,N,N,N,C,A1,VH,H,H,N,N,N,N,N,N,N,N,C,A1,H,N,H,N,N,N,N,N,N,N,N,C,A1,H,N,H,N,N,N,N,N,N,N,N,C,A1,VH,H,N,H,N,N,N,N,N,N,N,C,A1,H,N,N,N,N,N,N,N,N,N,N,C,A1,H
413,N,H,H,H,N,N,N,N,N,N,N,C,A1,N,N,H,H,N,N,N,N,N,N,N,C,A1,N,N,H,VH,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,N,N,H,H,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,H,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,N
425,H,N,H,H,N,N,N,N,N,N,N,C,A1,H,N,H,H,N,N,N,N,N,N,N,C,A1,H,N,H,H,N,N,N,N,N,N,N,C,A1,H,N,H,H,N,N,N,N,N,N,N,C,A1,H,N,H,H,N,N,N,N,N,N,N,C,A1,H,N,H,N,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,N,N,N,N,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,N
431,N,N,N,N,N,N,N,N,N,N,N,C,A1,N,N,N,N,N,N,N,N,N,N,N,C,A1,N,N,N,N,N,N,N,N,N,N,N,C,A1,N,N,N,N,N,N,N,N,N,N,N,C,A1,N,N,N,N,N,N,N,N,N,H,N,C,A1,N,N,N,N,N,N,N,N,N,N,N,C,A1,N,N,N,N,N,N,N,N,N,N,N,C,A1,N,N,N,N,N,N,N,N,N,N,N,C,A1,N,N,N,N,N,N,N,N,N,N,N,C,A1,N,N,N,N,N,N,N,N,N,N,N,C,A1,N,N,N,N,N,N,N,N,N,N,N,C,A1,N
432,UH,UH,H,VH,N,H,N,N,N,N,H,C,A2,UH,UH,H,H,N,N,N,N,N,N,N,C,A2,UH,VH,H,VH,N,N,N,N,N,N,N,C,A2,UH,VH,H,H,N,N,N,N,N,N,H,C,A2,UH,VH,H,VH,N,N,N,N,N,N,H,C,A2,VH,H,H,VH,N,N,N,N,N,N,H,C,A2,VH,H,H,H,N,N,N,N,N,N,H,C,A2,H,H,H,H,N,N,N,N,N,N,H,C,A2,H,H,H,H,N,N,N,N,N,N,N,C,A2,H,H,H,H,N,N,N,N,N,N,H,C,A2,H,H,H,H,N,N,N,N,N,N,H,C,A2,H
436,H,N,H,H,N,N,N,N,N,N,H,B,A2,H,N,H,H,N,N,N,N,N,N,N,B,A2,H,H,N,N,N,N,N,N,N,N,N,B,A2,H,H,N,N,N,N,N,N,N,N,N,B,A2,H,N,N,N,N,N,N,N,N,N,N,B,A2,H,N,N,N,N,N,N,N,N,N,N,B,A2,H,N,N,N,N,N,N,N,N,N,N,B,A2,H,N,N,N,N,N,N,N,N,N,N,B,A2,H,N,N,N,N,N,N,N,N,N,N,B,A2,H,N,N,N,N,N,N,N,N,N,N,B,A2,H,N,H,N,N,N,N,N,N,N,N,B,A2,H
437,H,H,H,VH,H,H,N,N,N,N,N,B,A3,N,N,N,N,N,N,N,N,N,N,N,B,A3,N,H,N,N,N,N,N,N,N,N,N,B,A3,N,N,N,N,N,N,N,N,N,N,N,B,A3,N,N,N,N,N,N,N,N,N,N,N,B,A3,H,H,N,N,N,N,N,N,N,N,N,B,A3,VH,H,N,N,N,N,N,N,N,N,N,B,A3,VH,H,N,N,N,N,N,N,N,N,N,B,A3,VH,H,N,H,N,N,N,N,N,L,N,B,A3,UH,VH,H,H,N,H,N,N,N,L,N,B,A3,UH,UH,H,UH,VH,UH,H,L,L,L,N,B,A3,UH
439,H,H,H,H,N,N,N,N,N,VH,N,C,A2,VH,H,H,VH,N,N,N,N,N,H,N,C,A2,VH,H,H,VH,N,N,H,N,N,VH,N,C,A2,VH,H,H,VH,N,N,N,N,N,H,N,C,A2,UH,VH,H,UH,N,N,N,N,N,H,N,C,A2,UH,VH,H,VH,N,N,N,N,N,VH,N,C,A2,UH,VH,H,UH,N,N,N,N,N,H,N,C,A2,VH,H,H,H,N,N,N,N,N,N,N,C,A2,UH,VH,H,VH,N,N,N,N,N,H,N,C,A2,UH,VH,H,VH,N,N,N,N,N,H,N,C,A2,UH,VH,H,UH,N,N,N,N,N,H,N,C,A2,UH
441,VH,H,H,N,N,N,N,N,N,N,N,C,A1,VH,H,H,N,N,N,N,N,N,N,N,C,A1,VH,H,N,N,N,N,N,N,N,L,N,C,A1,VH,H,N,N,N,N,N,N,N,N,N,C,A1,UH,VH,H,N,N,N,N,H,N,N,N,C,A1,VH,H,H,N,N,N,N,N,N,N,N,C,A1,UH,H,H,N,N,N,N,N,N,N,N,C,A1,VH,H,H,H,N,N,N,N,N,N,N,C,A1,VH,H,H,N,N,N,N,N,N,N,N,C,A1,VH,H,H,N,N,N,N,N,N,N,N,C,A1,VH,H,H,N,N,H,N,N,N,N,N,C,A1,VH
446,N,N,N,N,N,N,N,N,N,N,N,B,A2,N,N,N,N,N,N,N,N,N,N,N,B,A2,N,N,N,N,N,N,N,N,N,N,N,B,A2,H,H,N,N,N,N,N,N,N,N,N,B,A2,H,N,N,N,N,N,N,N,N,N,N,B,A2,N,N,N,N,N,N,N,N,N,N,N,B,A2,H,N,N,N,N,N,N,N,N,H,N,B,A2,H,N,N,N,N,N,N,H,N,N,N,B,A2,H,N,N,N,N,N,N,N,N,VH,N,B,A2,VH,H,N,N,N,N,N,N,N,H,N,B,A2,UH,VH,N,N,N,N,N,N,N,N,N,B,A2,UH
450,N,N,H,N,N,N,N,N,N,N,N,B,A2,N,N,N,N,N,N,N,N,N,N,N,B,A2,N,N,H,N,N,N,N,N,N,N,N,B,A2,H,N,H,N,N,N,N,N,N,N,N,B,A2,H,H,H,N,N,N,N,N,N,N,N,B,A2,H,H,H,N,N,N,N,N,N,N,N,B,A2,UH,VH,H,H,H,H,H,N,N,N,N,B,A2,H,N,H,H,N,N,N,N,N,N,N,B,A2,N,N,H,N,N,N,N,N,N,N,N,B,A2,H,N,H,N,N,N,N,N,N,N,N,B,A2,N,N,H,N,N,N,N,N,N,N,N,B,A2,N
451,H,N,N,N,N,N,N,N,N,VH,N,B,A1,H,H,H,N,N,N,N,N,N,H,N,B,A1,H,N,H,N,N,N,N,N,N,H,N,B,A1,H,N,N,N,N,N,N,N,N,H,N,B,A1,H,N,N,N,N,N,N,N,N,H,N,B,A1,VH,H,N,N,N,N,N,N,N,H,N,B,A1,VH,H,N,N,N,N,N,N,N,H,N,B,A1,VH,H,N,N,N,N,N,N,N,VH,N,B,A1,H,N,H,N,N,N,N,N,N,VH,N,B,A1,H,H,H,N,N,N,N,N,N,VH,N,B,A1,H,N,N,N,N,N,N,N,N,H,N,B,A1,H
452,N,N,H,N,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,H,N,H,N,N,N,N,N,N,N,N,C,A1,H,N,H,N,N,N,N,N,N,N,N,C,A1,VH,H,H,N,N,N,N,N,N,N,N,C,A1,UH,H,H,N,N,N,N,N,N,N,N,C,A1,VH,H,H,N,N,N,N,N,N,N,N,C,A1,H,N,H,H,N,N,N,N,N,N,N,C,A1,H
459,VH,VH,H,H,N,N,N,N,N,N,N,C,A1,VH,VH,VH,UH,N,N,N,N,N,N,N,C,A1,VH,VH,H,VH,N,N,N,N,N,N,N,C,A1,UH,UH,VH,UH,N,N,N,N,N,N,N,C,A1,UH,VH,VH,H,N,N,N,N,N,N,N,C,A1,UH,UH,H,VH,N,N,N,N,N,N,N,C,A1,UH,VH,H,VH,N,N,N,L,N,N,N,C,A1,N,N,H,VH,N,N,N,N,N,N,N,C,A1,VH,H,H,H,N,N,N,N,N,N,N,C,A1,UH,UH,H,H,N,N,N,L,N,N,N,C,A1,UH,VH,H,H,N,N,N,N,N,N,N,C,A1,UH
460,N,N,N,N,N,N,N,N,N,N,N,C,A2,H,N,H,H,N,N,N,N,N,N,N,C,A2,H,N,N,N,N,N,N,N,N,N,N,C,A2,H,N,N,H,N,N,N,N,N,N,N,C,A2,H,N,N,N,N,N,N,N,N,N,N,C,A2,N,N,N,N,N,N,N,N,N,N,N,C,A2,UH,H,H,N,N,N,N,N,N,N,N,C,A2,H,N,H,H,N,N,N,N,N,N,N,C,A2,H,N,H,N,N,N,N,N,N,N,N,C,A2,UH,VH,N,N,N,N,N,N,N,N,N,C,A2,UH,VH,H,H,N,N,N,N,N,N,N,C,A2,UH
464,N,N,H,H,N,N,N,N,N,N,N,C,A1,N,N,N,H,N,N,N,N,N,N,N,C,A1,N,N,H,H,N,N,N,N,H,N,N,C,A1,N,N,N,N,N,N,N,N,H,N,N,C,A1,H,N,N,N,N,N,H,N,N,N,N,C,A1,H,N,H,N,H,H,H,N,N,N,N,C,A1,H,N,N,N,N,N,N,N,N,N,N,C,A1,H,N,N,N,N,N,N,N,N,N,N,C,A1,H,N,H,N,N,N,N,N,N,N,N,C,A1,H,N,H,N,H,H,H,N,N,N,N,C,A1,H,N,H,N,H,N,H,N,N,N,N,C,A1,H
465,H,H,N,N,N,N,N,N,VL,N,N,B,A2,H,H,N,N,N,N,N,N,VL,N,N,B,A2,H,N,N,N,N,N,N,N,VL,N,N,B,A2,H,H,N,N,N,H,N,N,VL,N,N,B,A2,H,N,N,N,N,N,N,N,VL,N,N,B,A2,H,N,N,N,N,H,N,N,VL,N,N,B,A2,H,N,N,N,N,H,N,N,VL,N,N,B,A2,H,N,N,N,N,H,N,N,VL,N,N,B,A2,H,N,N,N,N,H,N,N,VL,N,N,B,A2,H,H,N,N,N,H,N,N,N,N,N,B,A2,H,N,N,N,N,H,N,N,N,N,N,B,A2,H
466,VH,H,N,N,N,N,N,N,VL,VH,N,B,A1,VH,H,N,N,N,N,N,N,VL,VH,N,B,A1,VH,H,N,N,N,N,N,N,VL,H,N,B,A1,VH,H,N,N,N,N,N,N,VL,H,N,B,A1,VH,H,N,N,N,N,N,N,VL,VH,N,B,A1,UH,VH,N,N,N,N,N,N,VL,VH,N,B,A1,VH,H,N,N,N,N,N,N,VL,VH,N,B,A1,VH,H,N,N,N,N,N,N,N,VH,N,B,A1,VH,H,N,N,N,N,N,N,N,H,N,B,A1,VH,H,N,N,N,N,N,N,N,H,N,B,A1,VH,H,N,N,N,N,N,N,N,VH,N,B,A1,VH
467,N,N,N,N,N,H,N,N,VL,N,N,B,A1,N,N,N,N,H,H,H,N,VL,H,N,B,A1,N,N,N,N,N,H,N,N,N,N,N,B,A1,N,N,N,N,H,VH,H,N,N,H,L,B,A1,N,N,N,N,N,H,N,N,N,N,L,B,A1,H,H,N,N,N,N,N,N,N,H,L,B,A1,N,N,N,N,H,H,N,N,N,H,L,B,A1,N,N,N,N,H,H,H,N,N,N,L,B,A1,H,N,N,N,N,H,N,N,N,N,N,B,A1,H,H,N,N,N,H,N,N,N,N,L,B,A1,N,N,N,N,H,H,N,N,N,N,L,B,A1,N
469,N,N,N,N,N,N,N,N,N,N,N,B,A1,N,N,N,N,N,N,N,N,N,N,N,B,A1,N,N,N,N,N,N,N,N,N,N,N,B,A1,N,N,N,N,N,N,N,N,N,N,N,B,A1,N,N,N,N,N,N,N,N,N,N,N,B,A1,N,N,N,N,H,H,H,N,N,N,N,B,A1,N,N,N,N,N,N,N,N,N,N,N,B,A1,N,N,N,N,N,N,N,N,N,VH,N,B,A1,N,H,N,N,N,N,N,N,N,H,N,B,A1,UH,UH,N,N,N,N,N,N,N,N,N,B,A1,H,H,N,N,N,N,N,N,N,N,N,B,A1,H
477,H,H,N,N,N,N,N,N,VL,N,N,B,A1,VH,H,N,N,N,H,N,N,VL,N,N,B,A1,VH,H,N,N,N,N,N,N,N,N,N,B,A1,UH,UH,N,N,N,N,N,N,N,N,N,B,A1,UH,VH,N,N,N,H,N,N,N,N,N,B,A1,H,H,N,N,N,H,N,N,N,N,N,B,A1,VH,H,N,N,N,H,N,N,N,N,N,B,A1,UH,VH,N,N,N,H,N,N,N,N,N,B,A1,UH,UH,N,N,H,H,N,N,N,N,N,B,A1,UH,VH,N,N,N,H,N,N,N,N,N,B,A1,UH,VH,H,N,H,VH,H,N,N,N,N,B,A1,UH
483,H,H,H,N,N,N,N,N,N,N,N,C,A1,H,H,H,N,N,N,N,N,N,N,N,C,A1,H,H,H,N,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,H,N,H,N,H,N,H,N,N,N,N,C,A1,H,N,H,N,N,N,N,N,N,N,N,C,A1,N,N,H,N,H,N,H,N,N,N,N,C,A1,H,N,N,N,N,N,N,N,N,N,N,C,A1,H,N,N,N,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,H,H,H,N,N,N,N,N,N,N,N,C,A1,H
490,H,H,N,N,N,H,N,N,VL,N,N,B,A2,H,H,N,N,N,H,N,N,VL,N,N,B,A2,H,H,N,N,N,N,N,N,VL,N,N,B,A2,H,H,N,N,N,N,N,N,VL,N,N,B,A2,H,H,N,N,N,N,N,N,VL,N,N,B,A2,H,H,N,N,N,H,N,N,VL,N,N,B,A2,H,H,N,N,N,H,N,N,VL,N,N,B,A2,H,N,N,N,N,H,N,N,N,N,N,B,A2,H,H,N,N,N,H,N,N,N,N,N,B,A2,H,H,N,N,N,H,N,N,N,N,N,B,A2,H,H,N,N,H,H,H,N,N,N,N,B,A2,H
493,H,H,N,N,N,N,N,N,N,N,L,C,A1,H,H,N,N,N,N,N,N,N,N,L,C,A1,H,H,N,N,N,H,N,N,N,N,N,C,A1,UH,VH,N,N,N,N,N,N,N,N,N,C,A1,UH,H,H,N,N,H,N,N,N,N,L,C,A1,VH,H,H,N,N,N,N,N,N,N,N,C,A1,H,N,H,N,N,N,N,N,N,N,N,C,A1,H,H,H,N,N,H,N,N,N,N,N,C,A1,VH,H,H,N,N,N,N,N,N,N,N,C,A1,H,H,H,N,H,H,H,N,N,N,N,C,A1,H,N,H,N,H,H,H,N,N,N,L,C,A1,H
494,H,H,VH,N,N,N,N,N,N,N,N,C,A2,H,H,H,N,N,N,N,L,N,N,N,C,A2,N,N,H,N,N,N,N,N,N,N,N,C,A2,N,N,H,N,N,N,N,N,N,N,N,C,A2,N,N,H,N,N,N,N,N,N,N,N,C,A2,N,N,H,N,N,N,N,N,N,N,N,C,A2,N,N,H,N,N,N,N,N,N,N,N,C,A2,N,N,H,N,N,N,N,N,N,N,N,C,A2,N,N,H,N,N,N,N,N,N,N,N,C,A2,N,N,N,N,N,N,N,N,N,N,N,C,A2,N,N,N,N,N,N,N,N,N,N,N,C,A2,N
495,H,N,N,N,N,N,N,N,VL,N,N,B,A2,H,N,N,N,N,N,N,N,VL,N,N,B,A2,H,H,N,N,N,H,N,N,VL,N,N,B,A2,H,H,N,N,N,N,N,N,VL,N,N,B,A2,H,H,N,N,N,N,N,N,VL,N,L,B,A2,H,H,N,N,N,N,N,N,VL,N,N,B,A2,H,H,N,N,N,H,N,N,VL,N,N,B,A2,H,H,N,N,N,N,N,N,VL,N,N,B,A2,VH,H,N,N,N,N,N,N,VL,N,N,B,A2,H,H,N,N,N,N,N,N,VL,N,N,B,A2,H,H,N,N,N,N,N,N,VL,N,L,B,A2,H
502,N,N,N,N,N,H,N,N,VL,N,N,C,A1,VH,H,N,N,N,H,N,N,VL,N,N,C,A1,VH,H,N,N,N,H,N,N,VL,N,N,C,A1,UH,UH,N,N,N,H,N,N,VL,N,N,C,A1,H,N,N,N,N,N,N,H,VL,N,N,C,A1,H,N,N,N,N,H,N,H,VL,N,N,C,A1,H,N,N,N,N,H,N,N,VL,N,N,C,A1,N,N,N,N,N,N,N,N,VL,N,N,C,A1,H,N,N,N,N,H,N,N,VL,N,N,C,A1,VH,H,N,N,N,N,N,N,VL,N,N,C,A1,N,N,N,N,N,N,N,N,VL,N,N,C,A1,N
